OBJECTID,NAME,OWNER,NOTES,CITY,FEATTYPE,STATUS,SOURCE,SOURCE_YEAR,ShapeSTArea,ShapeSTLength
2262,Village at Prosper Trail Park,HOA-Private,Pocket Park,Prosper,Local Park,Existing,Town of Prosper,2020,25912.48046875,879.964199169242
2263,Whitley Place Park,Town,Neighborhood Park,Prosper,Local Park,Existing,Town of Prosper,2020,795594.369140625,7839.922897736
2264,Whitley Place Ph 9,HOA-Private,Greenbelt/Trail Corridor (Undeveloped),Prosper,Local Park,Existing,Town of Prosper,2020,475765.353515625,8355.67069450413
2265,Windsong Park,Town,Neighborhood Park,Prosper,Local Park,Existing,Town of Prosper,2020,328711.01171875,2254.77195776439
2266,Windsong Ranch Ph 1A,HOA-Private,Pocket Park,Prosper,Local Park,Existing,Town of Prosper,2020,51629.8115234375,892.147385971765
2267,Windsong Ranch Ph 3A-2,HOA-Private,Pocket Park (Undeveloped),Prosper,Local Park,Existing,Town of Prosper,2020,68429.6220703125,1091.41747768671
2268,Windsong Ranch Ph 3B,HOA-Private,Neighborhood Park,Prosper,Local Park,Existing,Town of Prosper,2020,1285878.578125,9416.53716587907
2269,Alma Williams Park,City of Rockwall,Community Park,Rockwall,Local Park,Existing,City of Rockwall,2020,1958379.82226562,5841.01326152497
2270,Breezy Hill HOA Park,HOA,HOA Park,Rockwall,Local Park,Existing,City of Rockwall,2020,71721.611328125,1225.15303962273
2271,Caruth Lakes HOA Park,HOA,HOA Park,Rockwall,Local Park,Existing,City of Rockwall,2020,45191.775390625,888.943634274804
2272,Chandlers Landing HOA Park,HOA,HOA Park,Rockwall,Local Park,Existing,City of Rockwall,2020,305014.931640625,4054.56581517133
2273,Dalton Ranch Park,City of Rockwall,Mini-Park,Rockwall,Local Park,Existing,City of Rockwall,2020,79069.357421875,1444.13899539074
2274,Flagstone HOA Park,HOA,HOA Park,Rockwall,Local Park,Existing,City of Rockwall,2020,900772.34375,5215.34992384745
2275,Fontanna Park,City of Rockwall,Neighborhood Park,Rockwall,Local Park,Existing,City of Rockwall,2020,227718.560546875,1931.31418623002
2276,Highland Meadows,City of Rockwall,Greenbelts and Greenways,Rockwall,Local Park,Existing,City of Rockwall,2020,247453.794921875,2299.84817664244
2277,Lago Vista,City of Rockwall,Greenbelts and Greenways,Rockwall,Local Park,Existing,City of Rockwall,2020,131597.9921875,3240.27311253071
2278,Lakeside Park,City of Rockwall,Future Park,Dallas,Local Park,Proposed,City of Rockwall,2020,13504974.9140625,39049.1309364445
2279,Lakeview Summit,City of Rockwall,Greenbelts and Greenways,Rockwall,Local Park,Existing,City of Rockwall,2020,514731.32421875,3314.33833215774
2280,Squabble Creek Mountain Bike Trail,City of Rockwall,Specialty Park,Rockwall,Local Park,Existing,City of Rockwall,2020,2085537.265625,9989.87564231086
2281,Lofland Farms HOA Park,HOA,HOA Park,Rockwall,Local Park,Existing,City of Rockwall,2020,44834.123046875,851.758955123662
2282,Lynden Park,City of Rockwall,Greenbelts and Greenways,Rockwall,Local Park,Existing,City of Rockwall,2020,525266.466796875,3530.13175311253
2283,Oaks of Buffalo Way HOA Park,HOA,HOA Park,Rockwall,Local Park,Existing,City of Rockwall,2020,71847.677734375,1069.5207024324
2284,Park Place HOA Park,HOA,HOA Park,Rockwall,Local Park,Existing,City of Rockwall,2020,59930.609375,1196.85922944647
2285,Pettinger Nature Preserve,City of Rockwall,Nature Preserve,Rockwall,Local Park,Existing,City of Rockwall,2020,1076614.62695312,5455.92480292137
2286,Somerset Park HOA Park,HOA,HOA Park,Rockwall,Local Park,Proposed,City of Rockwall,2020,1266107.65625,7860.31062043267
2287,South Community Park,City of Rockwall,Future Park,McLendon-Chisholm,Local Park,Proposed,City of Rockwall,2020,4143073.58203125,11374.5466955472
2288,Stone Creek HOA Park,HOA,HOA Park,Rockwall,Local Park,Existing,City of Rockwall,2020,122576.08203125,1371.13390774791
2289,The Harbor Park,City of Rockwall,Neighborhood Park,Rockwall,Local Park,Existing,City of Rockwall,2020,319337.37890625,7679.06964222022
2290,The Mansions Apartment Park,HOA,HOA Park,Rockwall,Local Park,Existing,City of Rockwall,2020,236763.373046875,2500.13568270887
2291,The Park at Breezy Hill,City of Rockwall,Neighborhood Park,Rockwall,Local Park,Existing,City of Rockwall,2020,2667968.8203125,16558.115817332
2292,The Park at Hickory Ridge,City of Rockwall,Neighborhood Park,Rockwall,Local Park,Existing,City of Rockwall,2020,1108517.2890625,5049.65322444324
2293,The Park at Stone Creek,City of Rockwall,Neighborhood Park,Rockwall,Local Park,Existing,City of Rockwall,2020,500779.419921875,3260.91724792735
2294,Timbercreek,City of Rockwall,Greenbelts and Greenways,Rockwall,Local Park,Existing,City of Rockwall,2020,360452.390625,7680.82015540095
2295,Turtle Cove HOA Park,HOA,HOA Park,Rockwall,Local Park,Existing,City of Rockwall,2020,81260.560546875,1218.3549281458
2296,Waterstone,City of Rockwall,Greenbelts and Greenways,Rockwall,Local Park,Existing,City of Rockwall,2020,559006.951171875,6783.90259090521
2297,Cedar Bridge Park,,F,Rowlett,Local Park,Proposed,City of Rowlett,2019,105086.65625,1285.62891299086
2298,Nature Trail,,T,Rowlett,Local Park,Existing,City of Rowlett,2019,2900624.55859375,23051.0371903098
2299,Pecan Grove Park,,E,Rowlett,Local Park,Existing,City of Rowlett,2019,1869686.68554688,5514.89283729249
2300,R Arnold Edwards Park,,F,Rowlett,Local Park,Proposed,City of Rowlett,2019,355173.228515625,3269.5032109569
2301,Scenic Point Park,,E,Rowlett,Local Park,Existing,City of Rowlett,2019,214738.0078125,3406.3539143859
2302,Schrade Bluebonnet Park,,E,Rowlett,Local Park,Existing,City of Rowlett,2019,211034.658203125,2182.2843666594
2303,Springfield Park,,E,Rowlett,Local Park,Existing,City of Rowlett/ESRI Streets Base Map,2019,5292620.08984375,10348.7352808346
2304,Sunset Park,,F,Rowlett,Local Park,Proposed,City of Rowlett,2019,273475.494140625,2507.97606167813
2305,Baseball Nation,Private,,Balch Springs,Local Park,Existing,City of Balch Springs,2020,388286.55078125,2571.10122033028
2306,Boyd Rogers Park,Public,,Balch Springs,Local Park,Existing,City of Balch Springs,2020,14335.912109375,580.48710946881
2307,BS Community Center,Public,Community Park/Senior Center,Balch Springs,Local Park,Existing,City of Balch Springs,2020,85706.908203125,1173.32455693712
2308,Library Park,Public,,Balch Springs,Local Park,Existing,City of Balch Springs,2020,122422.435546875,1920.46623135721
2309,Oak Ridge Park,,,Balch Springs,Local Park,Existing,City of Balch Springs,2020,535848.228515625,5455.51844671661
2310,Premier Soccer Park,Private,,Balch Springs,Local Park,Existing,City of Balch Springs,2020,1455921.99414062,7646.88735592385
2311,Spring Lake Park,Private,,Balch Springs,Local Park,Existing,City of Balch Springs,2020,17955.6171875,621.864977779886
2312,Veterans Park,Public,,Balch Springs,Local Park,Existing,City of Balch Springs,2020,54324.59765625,1023.53848398231
2313,Virgil T Irwin Park,Public,,Balch Springs,Local Park,Existing,City of Balch Springs,2020,1047953.4296875,4272.9963169525
2314,Walter E Luedeke Park,Public,,Balch Springs,Local Park,Existing,City of Balch Springs,2020,604838.01171875,4751.03925557333
2315,Cottonbelt Trail,,,Hurst,Local Park,Existing,City of Hurst,2018,303449.543945312,9923.71142953467
2316,Heritage Village Plaza,,,Hurst,Local Park,Existing,City of Hurst,2018,73045.4912109375,1666.83999997762
2317,Linear Park,,,Hurst,Local Park,Existing,City of Hurst,2017,153613.7421875,3499.06063723642
2318,Highway 10 Linear Park,,,Hurst,Local Park,Existing,City of Hurst,2018,140244.564453125,1806.86759218802
2319,Mayfair Park,,,Hurst,Local Park,Existing,City of Hurst,2018,262616.504882812,2393.6418340871
2320,Mayfair Linear Park,,,Hurst,Local Park,Existing,City of Hurst,2018,325712.987304688,4186.24296847073
2321,A S Johnston Elementary School Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2018,19660.232421875,733.90273258893
2322,Mountain Creek Preserve,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,3363966.34765625,14676.6367313307
2323,Apollon Hill Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,72558.3447265625,1319.90807171457
2324,Bird's Fort Trail Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,3978146.15234375,20776.1365128042
2325,California Crossing Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,1465231.5,7545.9879964856
2326,South California Crossing,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,237183.782226562,3731.58082244074
2327,Campion Trail Head,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,248679.651367188,2355.66164540736
2328,Ace / Grapevine / ESA Dove Loop,ACE Lease,City Park,Grapevine,Local Park,Existing,City of Grapevine,2020,427432.928710938,3068.29775345755
2329,Ace / Grapevine / ESA Dooley,ACE Lease,City Park,Grapevine,Local Park,Existing,City of Grapevine,2020,284079.961914062,3206.49402477085
2330,Ace / Grapevine,ACE Lease,City Park,Grapevine,Local Park,Existing,City of Grapevine/PADUSA,2020,983272.608398438,8806.85222860728
2331,Ace / Horseshoe / Trails,ACE Lease,City Park,Grapevine,Local Park,Existing,City of Grapevine,2020,144982.672851562,1989.55615069828
2332,Acorn Woods,City of Grapevine,Lake Park,Grapevine,Local Park,Existing,City of Grapevine,2020,5707210.55175781,24429.5026872015
2333,Bear Creek Park,City of Grapevine,City Park,Grapevine,Local Park,Existing,City of Grapevine/PADUSA,2020,2287130.45898438,9253.72896813291
2334,Community Outreach Center,City of Grapevine,City Park,Grapevine,Local Park,Existing,City of Grapevine,2020,86843.8037109375,1185.94427770035
2335,Cross Timbers Trailhead,City of Grapevine,Lake Park,Grapevine,Local Park,Existing,City of Grapevine,2020,131799.990234375,1571.17740454209
2336,Denton Creek Park,City of Grapevine,City Park,Grapevine,Local Park,Existing,City of Grapevine,2020,377627.8203125,4475.93687485232
2337,Faith Christian School Park,City of Grapevine,City Park,Grapevine,Local Park,Existing,City of Grapevine/PADUSA,2020,35997.5634765625,827.992587804491
2338,Gaylord Texan Park,ACE Lease,Lake Park,Grapevine,Local Park,Existing,City of Grapevine/PADUSA,2020,1429185.09570312,13067.2535067273
2339,Grace,City of Grapevine,City Park,Grapevine,Local Park,Existing,City of Grapevine,2020,14098.63671875,514.015329408212
2340,Highpoint Park,City of Grapevine,City Park,Grapevine,Local Park,Existing,City of Grapevine,2020,2679731.95019531,17458.9072703248
2341,Lake Point Park,City of Grapevine,City Park,Grapevine,Local Park,Existing,City of Grapevine,2020,309341.213867188,4020.7315051239
2342,McPherson Slough,City of Grapevine,Lake Park,Grapevine,Local Park,Existing,City of Grapevine,2020,1922224.8046875,11132.3025205128
2343,Sand Bass Point,City of Grapevine,Lake Park,Grapevine,Local Park,Existing,City of Grapevine,2020,1172051.62792969,5429.45040668339
2344,Sunshine Harbor Park,City of Grapevine,City Park,Grapevine,Local Park,Existing,City of Grapevine,2020,18776.2353515625,576.970049614119
2345,Civic Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,42577.552734375,884.021661020564
2346,Senter Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2018,641600.233398438,3333.40709116628
2347,Senter East Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving/PADUSA,2018,618201.806640625,3389.88426224962
2348,Iowa Street Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,33866.212890625,733.702659890373
2349,Dry Branch Creek Property,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,250548.737304688,2160.68871235388
2350,Escena Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,56822.5673828125,1019.24328768365
2351,Three Waters Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,32010.1572265625,712.950324684723
2352,Fritz Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,3669639.78808594,11724.552203848
2353,Lanotte Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,204194.24609375,2437.1407707075
2354,Harrington Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,853646.590820312,4746.75046143559
2355,Historical Hospital District Greenspace,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,62188.0302734375,1256.55527857339
2356,La Villita Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2018,81938.4033203125,1219.02864074111
2357,Lee Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2018,333805.506835938,2907.9839035533
2358,MC Lively Elementary School Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2018,38925.29296875,797.068182257138
2359,MacArthur Streetscape,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,140638.850585938,4316.24587288461
2360,Northgate Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2018,237985.412109375,2580.6091555846
2361,Northlake Ranch Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2018,554242.655273438,4673.41078125596
2362,Oak Meadow Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,243555.244140625,2284.60451360333
2363,Opitz Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,50414.037109375,1095.36365960717
2364,Park Campion Trails,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,50503.6103515625,2275.79780136185
2365,TW Richardson Grove,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,643314.232421875,3669.28964953989
2366,Rosebud Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,25396.935546875,607.83663200093
2367,Plaza Feliz Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2018,21905.7197265625,608.62313488006
2368,Rio Vista Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2018,76706.7587890625,1354.74696344691
2369,River Hills Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,4613178.15527344,13683.8202548737
2370,Rose Meadows Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2018,195583.918945312,2077.37947459535
2371,Sally B Elliott Elementary School Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2018,223742.65234375,2071.87492196909
2372,Sulis Square Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2018,44416.20703125,838.659558390809
2373,Thomas Jefferson Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2018,1140286.19042969,6388.58535556683
2374,Veterans Memorial Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,100766.921875,1311.31279378641
2375,Right-of-Way - Streetscape,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,52760.9072265625,2239.8237454085
2376,Bear Creek Nature Park,,,Lancaster,Local Park,Existing,City of Lancaster,2018,9136670.90527344,16908.0588070796
2377,Dog Park,,,Lancaster,Local Park,Existing,City of Lancaster,2018,24174.91796875,681.45333212109
2378,Hike & Bike Trail,,,Lancaster,Local Park,Existing,City of Lancaster,2018,977470.700195312,25262.6035827429
2379,Park,,,Uninc,Local Park,Existing,City of Lavon,2018,21865942.2519531,38930.6614829486
2380,Little Ridge Park,US Corps of Engineers,,Wylie,Local Park,Existing,City of Lavon,2018,2703216.57226562,17337.1106392366
2381,Mallard Park,,,Wylie,Local Park,Existing,City of Lavon,2018,2177756.3125,9850.49335427626
2382,City Park Land,,Open Space,McKinney,Local Park,Existing,City of McKinney,2018,15578104.9804688,26806.221348894
2383,Bonnie Wenk Park,City of McKinney,,McKinney,Local Park,Existing,City of McKinney,2018,7058761.44335938,23662.6606112487
2384,Carey Cox Memorial Park,,Neighborhood Park,McKinney,Local Park,Existing,City of McKinney,2018,433358.03125,3759.95911971746
2385,City Park Land,City of McKinney,Open Space,McKinney,Local Park,Existing,City of McKinney,2018,5202817.03515625,25640.8082661282
2386,City Park Land,,Open Space,McKinney,Local Park,Existing,City of McKinney,2018,12004194.1191406,31389.8892707967
2387,City Park Land,,Open Space,McKinney,Local Park,Existing,City of McKinney,2018,275036.359375,3437.62155170951
2388,Gray Branch,,Open Space,McKinney,Local Park,Existing,City of McKinney,2018,6348830.57226562,13032.3457486963
2389,Old Settler's Recreation Center,,Community Park,McKinney,Local Park,Existing,City of McKinney,2018,1139886.96875,5835.98175214864
2390,Rowlett Creek Park,,Neighborhood Park,McKinney,Local Park,Existing,City of McKinney/PADUSA,2018,1019137.62109375,7372.21211545736
2391,Towne Lake Disc Golf Course,,Community Park,McKinney,Local Park,Existing,City of McKinney,2018,1016855.42773438,5079.95187278143
2392,Wattley Park,,Neighborhood Park,McKinney,Local Park,Existing,City of McKinney,2018,394912.880859375,3163.92244783668
2393,Wilson Creek - Eldorado S,City of McKinney,Open Space,McKinney,Local Park,Existing,City of McKinney,2018,272055.720703125,2788.53412222611
2394,Wilson Creek - US 75,,Community Park,McKinney,Local Park,Existing,City of McKinney,2018,149285.83203125,2009.70725542806
2395,Wilson Creek Disc Golf,,Community Park,McKinney,Local Park,Existing,City of McKinney,2018,774509.314453125,7187.37385632577
2396,Veterans Memorial Park,,Special Park,McKinney,Local Park,Existing,City of McKinney,2018,35189.234375,1156.55366160328
2397,Veterans Memorial Park,,Special Park,McKinney,Local Park,Existing,City of McKinney,2017,34448.14453125,1176.3353334452
2398,CityLine Park,,,Richardson,Local Park,Existing,City of Richardson,2018,250181.408203125,2793.34766015058
2399,Collins Park,,,Richardson,Local Park,Existing,City of Richardson,2018,44300.271484375,887.247508178893
